left	right	parent	child
0.000000	50000.000000	20042	19493
0.000000	50000.000000	20043	15159
0.000000	50000.000000	20043	19995
0.000000	50000.000000	20044	8689
0.000000	50000.000000	20044	12451
0.000000	50000.000000	20045	14145
0.000000	50000.000000	20045	17190
0.000000	50000.000000	20046	422
0.000000	50000.000000	20046	2668
0.000000	50000.000000	20047	10101
0.000000	50000.000000	20047	10271
0.000000	50000.000000	20048	11185
0.000000	50000.000000	20048	13199
0.000000	50000.000000	20049	9602
0.000000	50000.000000	20049	10691
0.000000	50000.000000	20050	2904
0.000000	50000.000000	20050	2919
0.000000	50000.000000	20051	7876
0.000000	50000.000000	20051	10711
0.000000	50000.000000	20052	5627
0.000000	50000.000000	20052	9121
0.000000	50000.000000	20053	2681
0.000000	50000.000000	20053	19259
0.000000	50000.000000	20054	8736
0.000000	50000.000000	20054	17933
0.000000	50000.000000	20055	9754
0.000000	50000.000000	20055	19417
0.000000	50000.000000	20056	15884
0.000000	50000.000000	20056	16817
0.000000	50000.000000	20057	3115
0.000000	50000.000000	20057	13243
0.000000	50000.000000	20058	10016
0.000000	50000.000000	20058	16423
0.000000	50000.000000	20059	12693
0.000000	50000.000000	20059	13457
0.000000	50000.000000	20060	4948
0.000000	50000.000000	20060	14093
0.000000	50000.000000	20061	5107
0.000000	50000.000000	20061	15237
0.000000	50000.000000	20062	754
0.000000	50000.000000	20062	8032
0.000000	50000.000000	20063	6114
0.000000	50000.000000	20063	16320
0.000000	50000.000000	20064	9641
0.000000	50000.000000	20064	19027
0.000000	50000.000000	20065	6078
0.000000	50000.000000	20065	9149
0.000000	50000.000000	20066	7038
0.000000	50000.000000	20066	12372
0.000000	50000.000000	20067	1490
0.000000	50000.000000	20067	18690
0.000000	50000.000000	20068	9327
0.000000	50000.000000	20068	17255
0.000000	50000.000000	20069	441
0.000000	50000.000000	20069	13067
0.000000	50000.000000	20070	4161
0.000000	50000.000000	20070	16634
0.000000	50000.000000	20071	2451
0.000000	50000.000000	20071	3655
0.000000	50000.000000	20072	5825
0.000000	50000.000000	20072	16233
0.000000	50000.000000	20073	5117
0.000000	50000.000000	20073	11435
0.000000	50000.000000	20074	11729
0.000000	50000.000000	20074	17909
0.000000	50000.000000	20075	6925
0.000000	50000.000000	20075	16677
0.000000	50000.000000	20076	3299
0.000000	50000.000000	20076	3617
0.000000	50000.000000	20077	759
0.000000	50000.000000	20077	3997
0.000000	50000.000000	20078	2722
0.000000	50000.000000	20078	8214
0.000000	50000.000000	20079	11281
0.000000	50000.000000	20079	12585
0.000000	50000.000000	20080	1321
0.000000	50000.000000	20080	19249
0.000000	50000.000000	20081	6551
0.000000	50000.000000	20081	10940
0.000000	50000.000000	20082	8853
0.000000	50000.000000	20082	15006
0.000000	50000.000000	20083	16639
0.000000	50000.000000	20083	19533
0.000000	50000.000000	20084	8015
0.000000	50000.000000	20084	15808
0.000000	50000.000000	20085	3026
0.000000	50000.000000	20085	8377
0.000000	50000.000000	20086	4375
0.000000	50000.000000	20086	10344
0.000000	50000.000000	20087	2560
0.000000	50000.000000	20087	19578
0.000000	50000.000000	20088	16479
0.000000	50000.000000	20088	16770
0.000000	50000.000000	20089	9739
0.000000	50000.000000	20089	19661
0.000000	50000.000000	20090	2025
0.000000	50000.000000	20090	3109
0.000000	50000.000000	20091	6281
0.000000	50000.000000	20091	19709
0.000000	50000.000000	20092	5147
0.000000	50000.000000	20092	11836
0.000000	50000.000000	20093	11667
0.000000	50000.000000	20093	19981
0.000000	50000.000000	20094	4982
0.000000	50000.000000	20094	13228
0.000000	50000.000000	20095	5684
0.000000	50000.000000	20095	12545
0.000000	50000.000000	20096	4811
0.000000	50000.000000	20096	15881
0.000000	50000.000000	20097	4915
0.000000	50000.000000	20097	14125
0.000000	50000.000000	20098	1460
0.000000	50000.000000	20098	3924
0.000000	50000.000000	20099	18062
0.000000	50000.000000	20099	18131
0.000000	50000.000000	20100	4299
0.000000	50000.000000	20100	5802
0.000000	50000.000000	20101	2704
0.000000	50000.000000	20101	14094
0.000000	50000.000000	20102	1426
0.000000	50000.000000	20102	14856
0.000000	50000.000000	20103	5275
0.000000	50000.000000	20103	11048
0.000000	50000.000000	20104	7111
0.000000	50000.000000	20104	12787
0.000000	50000.000000	20105	2080
0.000000	50000.000000	20105	19113
0.000000	50000.000000	20106	10698
0.000000	50000.000000	20106	13661
0.000000	50000.000000	20107	13796
0.000000	50000.000000	20107	16382
0.000000	50000.000000	20108	13901
0.000000	50000.000000	20108	19014
0.000000	50000.000000	20109	14639
0.000000	50000.000000	20109	18618
0.000000	50000.000000	20110	1723
0.000000	50000.000000	20110	12925
0.000000	50000.000000	20111	9142
0.000000	50000.000000	20111	17397
0.000000	50000.000000	20112	11933
0.000000	50000.000000	20112	13883
0.000000	50000.000000	20113	2858
0.000000	50000.000000	20113	3569
0.000000	50000.000000	20114	5821
0.000000	50000.000000	20114	11824
0.000000	50000.000000	20115	4111
0.000000	50000.000000	20115	7835
0.000000	50000.000000	20116	9237
0.000000	50000.000000	20116	18412
0.000000	50000.000000	20117	12683
0.000000	50000.000000	20117	17550
0.000000	50000.000000	20118	11427
0.000000	50000.000000	20118	11968
0.000000	50000.000000	20119	2159
0.000000	50000.000000	20119	18954
0.000000	50000.000000	20120	12074
0.000000	50000.000000	20120	14658
0.000000	50000.000000	20121	11758
0.000000	50000.000000	20121	11781
0.000000	50000.000000	20122	3192
0.000000	50000.000000	20122	5532
0.000000	50000.000000	20123	16901
0.000000	50000.000000	20123	18798
0.000000	50000.000000	20124	619
0.000000	50000.000000	20124	15424
0.000000	50000.000000	20125	1094
0.000000	50000.000000	20125	12641
0.000000	50000.000000	20126	7446
0.000000	50000.000000	20126	19005
0.000000	50000.000000	20127	12450
0.000000	50000.000000	20127	14238
0.000000	50000.000000	20128	7974
0.000000	50000.000000	20128	15244
0.000000	50000.000000	20129	5857
0.000000	50000.000000	20129	6747
0.000000	50000.000000	20130	12305
0.000000	50000.000000	20130	17555
0.000000	50000.000000	20131	502
0.000000	50000.000000	20131	2094
0.000000	50000.000000	20132	2496
0.000000	50000.000000	20132	16134
0.000000	50000.000000	20133	944
0.000000	50000.000000	20133	4272
0.000000	50000.000000	20134	3439
0.000000	50000.000000	20134	14942
0.000000	50000.000000	20135	8021
0.000000	50000.000000	20135	11785
0.000000	50000.000000	20136	4123
0.000000	50000.000000	20136	17066
0.000000	50000.000000	20137	12561
0.000000	50000.000000	20137	19998
0.000000	50000.000000	20138	3426
0.000000	50000.000000	20138	13576
0.000000	50000.000000	20139	13685
0.000000	50000.000000	20139	19817
0.000000	50000.000000	20140	13245
0.000000	50000.000000	20140	13471
0.000000	50000.000000	20141	1183
0.000000	50000.000000	20141	11622
0.000000	50000.000000	20142	12079
0.000000	50000.000000	20142	17833
0.000000	50000.000000	20143	7950
0.000000	50000.000000	20143	18822
0.000000	50000.000000	20144	13908
0.000000	50000.000000	20144	17396
0.000000	50000.000000	20145	4319
0.000000	50000.000000	20145	11422
0.000000	50000.000000	20146	8318
0.000000	50000.000000	20146	15212
0.000000	50000.000000	20147	2379
0.000000	50000.000000	20147	15680
0.000000	50000.000000	20148	7091
0.000000	50000.000000	20148	18633
0.000000	50000.000000	20149	7752
0.000000	50000.000000	20149	14051
0.000000	50000.000000	20150	6253
0.000000	50000.000000	20150	16217
0.000000	50000.000000	20151	746
0.000000	50000.000000	20151	9703
0.000000	50000.000000	20152	1928
0.000000	50000.000000	20152	16443
0.000000	50000.000000	20153	9828
0.000000	50000.000000	20153	10358
0.000000	50000.000000	20154	6075
0.000000	50000.000000	20154	15403
0.000000	50000.000000	20155	4619
0.000000	50000.000000	20155	6571
0.000000	50000.000000	20156	12646
0.000000	50000.000000	20156	19165
0.000000	50000.000000	20157	490
0.000000	50000.000000	20157	11865
0.000000	50000.000000	20158	5800
0.000000	50000.000000	20158	18700
0.000000	50000.000000	20159	59
0.000000	50000.000000	20159	19593
0.000000	50000.000000	20160	5983
0.000000	50000.000000	20160	15837
0.000000	50000.000000	20161	6003
0.000000	50000.000000	20161	11109
0.000000	50000.000000	20162	7793
0.000000	50000.000000	20162	14867
0.000000	50000.000000	20163	93
0.000000	50000.000000	20163	2583
0.000000	50000.000000	20164	11007
0.000000	50000.000000	20164	16964
0.000000	50000.000000	20165	16790
0.000000	50000.000000	20165	18052
0.000000	50000.000000	20166	5581
0.000000	50000.000000	20166	16463
0.000000	50000.000000	20167	3225
0.000000	50000.000000	20167	5729
0.000000	50000.000000	20168	16304
0.000000	50000.000000	20168	17184
0.000000	50000.000000	20169	2255
0.000000	50000.000000	20169	3752
0.000000	50000.000000	20170	6566
0.000000	50000.000000	20170	7476
0.000000	50000.000000	20171	1802
0.000000	50000.000000	20171	14479
0.000000	50000.000000	20172	9288
0.000000	50000.000000	20172	9683
0.000000	50000.000000	20173	7401
0.000000	50000.000000	20173	17408
0.000000	50000.000000	20174	1284
0.000000	50000.000000	20174	3487
0.000000	50000.000000	20175	3143
0.000000	50000.000000	20175	6119
0.000000	50000.000000	20176	1932
0.000000	50000.000000	20176	1990
0.000000	50000.000000	20177	15481
0.000000	50000.000000	20177	17475
0.000000	50000.000000	20178	1845
0.000000	50000.000000	20178	13121
0.000000	50000.000000	20179	8380
0.000000	50000.000000	20179	17357
0.000000	50000.000000	20180	3408
0.000000	50000.000000	20180	17663
0.000000	50000.000000	20181	5347
0.000000	50000.000000	20181	18657
0.000000	50000.000000	20182	12849
0.000000	50000.000000	20182	20061
0.000000	50000.000000	20183	6704
0.000000	50000.000000	20183	17368
0.000000	50000.000000	20184	4905
0.000000	50000.000000	20184	20060
0.000000	50000.000000	20185	8669
0.000000	50000.000000	20185	18717
0.000000	50000.000000	20186	5787
0.000000	50000.000000	20186	8869
0.000000	50000.000000	20187	2797
0.000000	50000.000000	20187	6130
0.000000	50000.000000	20188	4872
0.000000	50000.000000	20188	8482
0.000000	50000.000000	20189	6426
0.000000	50000.000000	20189	6862
0.000000	50000.000000	20190	17996
0.000000	50000.000000	20190	18723
0.000000	50000.000000	20191	3241
0.000000	50000.000000	20191	6967
0.000000	50000.000000	20192	1702
0.000000	50000.000000	20192	13567
0.000000	50000.000000	20193	7909
0.000000	50000.000000	20193	19254
0.000000	50000.000000	20194	3229
0.000000	50000.000000	20194	16781
0.000000	50000.000000	20195	14892
0.000000	50000.000000	20195	15282
0.000000	50000.000000	20196	14982
0.000000	50000.000000	20196	16963
0.000000	50000.000000	20197	360
0.000000	50000.000000	20197	1521
0.000000	50000.000000	20198	3492
0.000000	50000.000000	20198	8637
0.000000	50000.000000	20199	4104
0.000000	50000.000000	20199	14933
0.000000	50000.000000	20200	4539
0.000000	50000.000000	20200	15670
0.000000	50000.000000	20201	5879
0.000000	50000.000000	20201	7442
0.000000	50000.000000	20202	4716
0.000000	50000.000000	20202	9560
0.000000	50000.000000	20203	6628
0.000000	50000.000000	20203	8928
0.000000	50000.000000	20204	4227
0.000000	50000.000000	20204	11247
0.000000	50000.000000	20205	13817
0.000000	50000.000000	20205	17781
0.000000	50000.000000	20206	4984
0.000000	50000.000000	20206	17896
0.000000	50000.000000	20207	4304
0.000000	50000.000000	20207	12327
0.000000	50000.000000	20208	3220
0.000000	50000.000000	20208	17400
0.000000	50000.000000	20209	13112
0.000000	50000.000000	20209	14990
0.000000	50000.000000	20210	17769
0.000000	50000.000000	20210	18163
0.000000	50000.000000	20211	969
0.000000	50000.000000	20211	11214
0.000000	50000.000000	20212	1786
0.000000	50000.000000	20212	8067
0.000000	50000.000000	20213	14178
0.000000	50000.000000	20213	18754
0.000000	50000.000000	20214	7243
0.000000	50000.000000	20214	18007
0.000000	50000.000000	20215	687
0.000000	50000.000000	20215	4902
0.000000	50000.000000	20216	11592
0.000000	50000.000000	20216	20103
0.000000	50000.000000	20217	356
0.000000	50000.000000	20217	9229
0.000000	50000.000000	20218	5291
0.000000	50000.000000	20218	19829
0.000000	50000.000000	20219	3171
0.000000	50000.000000	20219	16955
0.000000	50000.000000	20220	5686
0.000000	50000.000000	20220	16536
0.000000	50000.000000	20221	3737
0.000000	50000.000000	20221	4043
0.000000	50000.000000	20222	1909
0.000000	50000.000000	20222	9973
0.000000	50000.000000	20223	7272
0.000000	50000.000000	20223	9477
0.000000	50000.000000	20224	9213
0.000000	50000.000000	20224	10859
0.000000	50000.000000	20225	3202
0.000000	50000.000000	20225	10084
0.000000	50000.000000	20226	9797
0.000000	50000.000000	20226	18961
0.000000	50000.000000	20227	16937
0.000000	50000.000000	20227	19176
0.000000	50000.000000	20228	658
0.000000	50000.000000	20228	2586
0.000000	50000.000000	20229	14519
0.000000	50000.000000	20229	16743
0.000000	50000.000000	20230	14251
0.000000	50000.000000	20230	17589
0.000000	50000.000000	20231	1352
0.000000	50000.000000	20231	12014
0.000000	50000.000000	20232	14045
0.000000	50000.000000	20232	15122
0.000000	50000.000000	20233	595
0.000000	50000.000000	20233	12743
0.000000	50000.000000	20234	1242
0.000000	50000.000000	20234	16816
0.000000	50000.000000	20235	2306
0.000000	50000.000000	20235	15264
0.000000	50000.000000	20236	12691
0.000000	50000.000000	20236	17072
0.000000	50000.000000	20237	1815
0.000000	50000.000000	20237	18777
0.000000	50000.000000	20238	5769
0.000000	50000.000000	20238	17959
0.000000	50000.000000	20239	12924
0.000000	50000.000000	20239	17143
0.000000	50000.000000	20240	17139
0.000000	50000.000000	20240	18207
0.000000	50000.000000	20241	1673
0.000000	50000.000000	20241	7689
0.000000	50000.000000	20242	6191
0.000000	50000.000000	20242	8065
0.000000	50000.000000	20243	7863
0.000000	50000.000000	20243	14722
0.000000	50000.000000	20244	3915
0.000000	50000.000000	20244	14913
0.000000	50000.000000	20245	5791
0.000000	50000.000000	20245	16330
0.000000	50000.000000	20246	1409
0.000000	50000.000000	20246	5143
0.000000	50000.000000	20247	3011
0.000000	50000.000000	20247	11331
0.000000	50000.000000	20248	17120
0.000000	50000.000000	20248	19733
0.000000	50000.000000	20249	33
0.000000	50000.000000	20249	10415
0.000000	50000.000000	20250	1906
0.000000	50000.000000	20250	19773
0.000000	50000.000000	20251	4024
0.000000	50000.000000	20251	18769
0.000000	50000.000000	20252	2281
0.000000	50000.000000	20252	7666
0.000000	50000.000000	20253	8362
0.000000	50000.000000	20253	19233
0.000000	50000.000000	20254	4846
0.000000	50000.000000	20254	18361
0.000000	50000.000000	20255	2190
0.000000	50000.000000	20255	3989
0.000000	50000.000000	20256	2774
0.000000	50000.000000	20256	10570
0.000000	50000.000000	20257	3606
0.000000	50000.000000	20257	11985
0.000000	50000.000000	20258	3139
0.000000	50000.000000	20258	17954
0.000000	50000.000000	20259	6634
0.000000	50000.000000	20259	17185
0.000000	50000.000000	20260	3172
0.000000	50000.000000	20260	3849
0.000000	50000.000000	20261	15593
0.000000	50000.000000	20261	18801
0.000000	50000.000000	20262	7362
0.000000	50000.000000	20262	9285
0.000000	50000.000000	20263	9527
0.000000	50000.000000	20263	10390
0.000000	50000.000000	20264	13638
0.000000	50000.000000	20264	19899
0.000000	50000.000000	20265	6068
0.000000	50000.000000	20265	6212
0.000000	50000.000000	20266	6134
0.000000	50000.000000	20266	11764
0.000000	50000.000000	20267	10273
0.000000	50000.000000	20267	18895
0.000000	50000.000000	20268	12410
0.000000	50000.000000	20268	14079
0.000000	50000.000000	20269	660
0.000000	50000.000000	20269	7246
0.000000	50000.000000	20270	7292
0.000000	50000.000000	20270	13049
0.000000	50000.000000	20271	11966
0.000000	50000.000000	20271	12187
0.000000	50000.000000	20272	6047
0.000000	50000.000000	20272	9911
0.000000	50000.000000	20273	17584
0.000000	50000.000000	20273	19895
0.000000	50000.000000	20274	14633
0.000000	50000.000000	20274	18872
0.000000	50000.000000	20275	285
0.000000	50000.000000	20275	11423
0.000000	50000.000000	20276	8254
0.000000	50000.000000	20276	16023
0.000000	50000.000000	20277	6914
0.000000	50000.000000	20277	7894
0.000000	50000.000000	20278	1976
0.000000	50000.000000	20278	9784
0.000000	50000.000000	20279	6665
0.000000	50000.000000	20279	13301
0.000000	50000.000000	20280	1903
0.000000	50000.000000	20280	20148
0.000000	50000.000000	20281	2915
0.000000	50000.000000	20281	18525
0.000000	50000.000000	20282	1155
0.000000	50000.000000	20282	7996
0.000000	50000.000000	20283	15727
0.000000	50000.000000	20283	18352
0.000000	50000.000000	20284	11303
0.000000	50000.000000	20284	18075
0.000000	50000.000000	20285	124
0.000000	50000.000000	20285	5388
0.000000	50000.000000	20286	1231
0.000000	50000.000000	20286	14977
0.000000	50000.000000	20287	10090
0.000000	50000.000000	20287	14432
0.000000	50000.000000	20288	7324
0.000000	50000.000000	20288	12969
0.000000	50000.000000	20289	8243
0.000000	50000.000000	20289	11256
0.000000	50000.000000	20290	5548
0.000000	50000.000000	20290	16154
0.000000	50000.000000	20291	8950
0.000000	50000.000000	20291	17246
0.000000	50000.000000	20292	8119
0.000000	50000.000000	20292	11551
0.000000	50000.000000	20293	5159
0.000000	50000.000000	20293	16108
0.000000	50000.000000	20294	4852
0.000000	50000.000000	20294	7485
0.000000	50000.000000	20295	18249
0.000000	50000.000000	20295	19914
0.000000	50000.000000	20296	14080
0.000000	50000.000000	20296	17204
0.000000	50000.000000	20297	9025
0.000000	50000.000000	20297	18810
0.000000	50000.000000	20298	4435
0.000000	50000.000000	20298	12784
0.000000	50000.000000	20299	1399
0.000000	50000.000000	20299	7217
0.000000	50000.000000	20300	1506
0.000000	50000.000000	20300	15977
0.000000	50000.000000	20301	16016
0.000000	50000.000000	20301	16898
0.000000	50000.000000	20302	5590
0.000000	50000.000000	20302	16263
0.000000	50000.000000	20303	5904
0.000000	50000.000000	20303	16058
0.000000	50000.000000	20304	6165
0.000000	50000.000000	20304	9052
0.000000	50000.000000	20305	15738
0.000000	50000.000000	20305	18282
0.000000	50000.000000	20306	7340
0.000000	50000.000000	20306	14969
0.000000	50000.000000	20307	3676
0.000000	50000.000000	20307	20170
0.000000	50000.000000	20308	837
0.000000	50000.000000	20308	3726
0.000000	50000.000000	20309	328
0.000000	50000.000000	20309	20146
0.000000	50000.000000	20310	11032
0.000000	50000.000000	20310	13263
0.000000	50000.000000	20311	18524
0.000000	50000.000000	20311	19404
0.000000	50000.000000	20312	6391
0.000000	50000.000000	20312	17885
0.000000	50000.000000	20313	13791
0.000000	50000.000000	20313	19095
0.000000	50000.000000	20314	7262
0.000000	50000.000000	20314	13794
0.000000	50000.000000	20315	2931
0.000000	50000.000000	20315	17648
0.000000	50000.000000	20316	451
0.000000	50000.000000	20316	2580
0.000000	50000.000000	20317	4082
0.000000	50000.000000	20317	9387
0.000000	50000.000000	20318	5669
0.000000	50000.000000	20318	10377
0.000000	50000.000000	20319	6798
0.000000	50000.000000	20319	16967
0.000000	50000.000000	20320	15175
0.000000	50000.000000	20320	19413
0.000000	50000.000000	20321	2203
0.000000	50000.000000	20321	9835
0.000000	50000.000000	20322	13447
0.000000	50000.000000	20322	14232
0.000000	50000.000000	20323	688
0.000000	50000.000000	20323	17746
0.000000	50000.000000	20324	3324
0.000000	50000.000000	20324	3718
0.000000	50000.000000	20325	15013
0.000000	50000.000000	20325	18164
0.000000	50000.000000	20326	4204
0.000000	50000.000000	20326	14474
0.000000	50000.000000	20327	8945
0.000000	50000.000000	20327	14826
0.000000	50000.000000	20328	13011
0.000000	50000.000000	20328	14245
0.000000	50000.000000	20329	4144
0.000000	50000.000000	20329	13928
0.000000	50000.000000	20330	12433
0.000000	50000.000000	20330	14592
0.000000	50000.000000	20331	661
0.000000	50000.000000	20331	14804
0.000000	50000.000000	20332	5508
0.000000	50000.000000	20332	12535
0.000000	50000.000000	20333	9654
0.000000	50000.000000	20333	13766
0.000000	50000.000000	20334	3906
0.000000	50000.000000	20334	14729
0.000000	50000.000000	20335	14870
0.000000	50000.000000	20335	20211
0.000000	50000.000000	20336	2247
0.000000	50000.000000	20336	4416
0.000000	50000.000000	20337	9707
0.000000	50000.000000	20337	13546
0.000000	50000.000000	20338	4641
0.000000	50000.000000	20338	16772
0.000000	50000.000000	20339	2698
0.000000	50000.000000	20339	20168
0.000000	50000.000000	20340	3888
0.000000	50000.000000	20340	20009
0.000000	50000.000000	20341	304
0.000000	50000.000000	20341	6660
0.000000	50000.000000	20342	9690
0.000000	50000.000000	20342	9743
0.000000	50000.000000	20343	13775
0.000000	50000.000000	20343	18467
0.000000	50000.000000	20344	3733
0.000000	50000.000000	20344	13984
0.000000	50000.000000	20345	484
0.000000	50000.000000	20345	12715
0.000000	50000.000000	20346	430
0.000000	50000.000000	20346	19674
0.000000	50000.000000	20347	589
0.000000	50000.000000	20347	9123
0.000000	50000.000000	20348	2587
0.000000	50000.000000	20348	19483
0.000000	50000.000000	20349	11600
0.000000	50000.000000	20349	16874
0.000000	50000.000000	20350	37
0.000000	50000.000000	20350	7977
0.000000	50000.000000	20351	1493
0.000000	50000.000000	20351	11269
0.000000	50000.000000	20352	621
0.000000	50000.000000	20352	2141
0.000000	50000.000000	20353	5932
0.000000	50000.000000	20353	9895
0.000000	50000.000000	20354	4901
0.000000	50000.000000	20354	10251
0.000000	50000.000000	20355	14939
0.000000	50000.000000	20355	19532
0.000000	50000.000000	20356	5841
0.000000	50000.000000	20356	7953
0.000000	50000.000000	20357	5392
0.000000	50000.000000	20357	19049
0.000000	50000.000000	20358	15215
0.000000	50000.000000	20358	17724
0.000000	50000.000000	20359	7958
0.000000	50000.000000	20359	13739
0.000000	50000.000000	20360	8211
0.000000	50000.000000	20360	8677
0.000000	50000.000000	20361	13549
0.000000	50000.000000	20361	20039
0.000000	50000.000000	20362	5577
0.000000	50000.000000	20362	8332
0.000000	50000.000000	20363	5176
0.000000	50000.000000	20363	5736
0.000000	50000.000000	20364	7005
0.000000	50000.000000	20364	18634
0.000000	50000.000000	20365	11160
0.000000	50000.000000	20365	11383
0.000000	50000.000000	20366	7170
0.000000	50000.000000	20366	19752
0.000000	50000.000000	20367	8187
0.000000	50000.000000	20367	8481
0.000000	50000.000000	20368	8776
0.000000	50000.000000	20368	15270
0.000000	50000.000000	20369	15586
0.000000	50000.000000	20369	18027
0.000000	50000.000000	20370	9158
0.000000	50000.000000	20370	15888
0.000000	50000.000000	20371	12497
0.000000	50000.000000	20371	20034
0.000000	50000.000000	20372	3583
0.000000	50000.000000	20372	12398
0.000000	50000.000000	20373	4546
0.000000	50000.000000	20373	4671
0.000000	50000.000000	20374	1004
0.000000	50000.000000	20374	15594
0.000000	50000.000000	20375	2505
0.000000	50000.000000	20375	9519
0.000000	50000.000000	20376	7070
0.000000	50000.000000	20376	10558
0.000000	50000.000000	20377	2012
0.000000	50000.000000	20377	19790
0.000000	50000.000000	20378	4599
0.000000	50000.000000	20378	15733
0.000000	50000.000000	20379	6717
0.000000	50000.000000	20379	8667
0.000000	50000.000000	20380	1828
0.000000	50000.000000	20380	18107
0.000000	50000.000000	20381	4471
0.000000	50000.000000	20381	10378
0.000000	50000.000000	20382	3328
0.000000	50000.000000	20382	7219
0.000000	50000.000000	20383	3942
0.000000	50000.000000	20383	5923
0.000000	50000.000000	20384	12264
0.000000	50000.000000	20384	17238
0.000000	50000.000000	20385	15269
0.000000	50000.000000	20385	18301
0.000000	50000.000000	20386	2523
0.000000	50000.000000	20386	8234
0.000000	50000.000000	20387	193
0.000000	50000.000000	20387	12909
0.000000	50000.000000	20388	3615
0.000000	50000.000000	20388	13118
0.000000	50000.000000	20389	1335
0.000000	50000.000000	20389	12501
0.000000	50000.000000	20390	9525
0.000000	50000.000000	20390	20253
0.000000	50000.000000	20391	102
0.000000	50000.000000	20391	9656
0.000000	50000.000000	20392	12035
0.000000	50000.000000	20392	19433
0.000000	50000.000000	20393	7141
0.000000	50000.000000	20393	13200
0.000000	50000.000000	20394	14086
0.000000	50000.000000	20394	18305
0.000000	50000.000000	20395	10275
0.000000	50000.000000	20395	10911
0.000000	50000.000000	20396	1597
0.000000	50000.000000	20396	3378
0.000000	50000.000000	20397	14464
0.000000	50000.000000	20397	14789
0.000000	50000.000000	20398	26
0.000000	50000.000000	20398	7387
0.000000	50000.000000	20399	8520
0.000000	50000.000000	20399	10518
0.000000	50000.000000	20400	9357
0.000000	50000.000000	20400	9553
0.000000	50000.000000	20401	675
0.000000	50000.000000	20401	3170
0.000000	50000.000000	20402	3260
0.000000	50000.000000	20402	8225
0.000000	50000.000000	20403	10113
0.000000	50000.000000	20403	18542
0.000000	50000.000000	20404	158
0.000000	50000.000000	20404	13382
0.000000	50000.000000	20405	14485
0.000000	50000.000000	20405	18102
0.000000	50000.000000	20406	606
0.000000	50000.000000	20406	19818
0.000000	50000.000000	20407	12404
0.000000	50000.000000	20407	12897
0.000000	50000.000000	20408	2261
0.000000	50000.000000	20408	5647
0.000000	50000.000000	20409	13364
0.000000	50000.000000	20409	18550
0.000000	50000.000000	20410	5351
0.000000	50000.000000	20410	7906
0.000000	50000.000000	20411	17727
0.000000	50000.000000	20411	18242
