id	is_sample	time	population	individual	metadata
0	1	0.000000	0	-1	
1	1	0.000000	0	-1	
2	1	0.000000	0	-1	
3	1	0.000000	0	-1	
4	1	0.000000	0	-1	
5	1	0.000000	0	-1	
6	1	0.000000	0	-1	
7	1	0.000000	0	-1	
8	1	0.000000	0	-1	
9	1	0.000000	0	-1	
10	1	0.000000	0	-1	
11	1	0.000000	0	-1	
12	1	0.000000	0	-1	
13	1	0.000000	0	-1	
14	1	0.000000	0	-1	
15	1	0.000000	0	-1	
16	1	0.000000	0	-1	
17	1	0.000000	0	-1	
18	1	0.000000	0	-1	
19	1	0.000000	0	-1	
20	1	0.000000	0	-1	
21	1	0.000000	0	-1	
22	1	0.000000	0	-1	
23	1	0.000000	0	-1	
24	1	0.000000	0	-1	
25	1	0.000000	0	-1	
26	1	0.000000	0	-1	
27	1	0.000000	0	-1	
28	1	0.000000	0	-1	
29	1	0.000000	0	-1	
30	1	0.000000	0	-1	
31	1	0.000000	0	-1	
32	1	0.000000	0	-1	
33	1	0.000000	0	-1	
34	1	0.000000	0	-1	
35	1	0.000000	0	-1	
36	1	0.000000	0	-1	
37	1	0.000000	0	-1	
38	1	0.000000	0	-1	
39	1	0.000000	0	-1	
40	1	0.000000	0	-1	
41	1	0.000000	0	-1	
42	1	0.000000	0	-1	
43	1	0.000000	0	-1	
44	1	0.000000	0	-1	
45	1	0.000000	0	-1	
46	1	0.000000	0	-1	
47	1	0.000000	0	-1	
48	1	0.000000	0	-1	
49	1	0.000000	0	-1	
50	0	23.177583	0	-1	
51	0	62.988254	0	-1	
52	0	125.076263	0	-1	
53	0	185.177968	0	-1	
54	0	340.895310	0	-1	
55	0	692.377110	0	-1	
56	0	747.586025	0	-1	
57	0	787.095223	0	-1	
58	0	854.869750	0	-1	
59	0	996.217047	0	-1	
60	0	1024.418658	0	-1	
61	0	1029.565924	0	-1	
62	0	1030.667719	0	-1	
63	0	1070.013168	0	-1	
64	0	1108.011787	0	-1	
65	0	1112.938104	0	-1	
66	0	1165.338487	0	-1	
67	0	1357.913967	0	-1	
68	0	1461.500272	0	-1	
69	0	1951.082268	0	-1	
70	0	2018.847773	0	-1	
71	0	2039.657317	0	-1	
72	0	2390.522696	0	-1	
73	0	2412.290383	0	-1	
74	0	2484.463068	0	-1	
75	0	2555.075704	0	-1	
76	0	2582.002689	0	-1	
77	0	2646.769099	0	-1	
78	0	2653.784928	0	-1	
79	0	2723.344412	0	-1	
80	0	3039.703558	0	-1	
81	0	3139.095153	0	-1	
82	0	3281.055702	0	-1	
83	0	3345.416278	0	-1	
84	0	3351.280193	0	-1	
85	0	3419.507146	0	-1	
86	0	3641.793942	0	-1	
87	0	3742.211018	0	-1	
88	0	4716.422048	0	-1	
89	0	4883.439205	0	-1	
90	0	5442.544833	0	-1	
91	0	5737.177843	0	-1	
92	0	6009.069801	0	-1	
93	0	6342.743468	0	-1	
94	0	6655.652538	0	-1	
95	0	6730.789572	0	-1	
96	0	7345.434171	0	-1	
97	0	7478.837913	0	-1	
98	0	7593.467578	0	-1	
99	0	8432.777972	0	-1	
100	0	8841.551019	0	-1	
101	0	9124.089295	0	-1	
102	0	11207.653034	0	-1	
103	0	11995.193303	0	-1	
104	0	12133.680377	0	-1	
105	0	14181.649095	0	-1	
106	0	14320.803848	0	-1	
107	0	14791.979267	0	-1	
108	0	16514.351194	0	-1	
109	0	16543.091784	0	-1	
110	0	16885.220121	0	-1	
111	0	18431.882034	0	-1	
112	0	19897.820154	0	-1	
113	0	20900.211316	0	-1	
114	0	24433.009276	0	-1	
115	0	24435.202954	0	-1	
116	0	29968.232257	0	-1	
117	0	30929.680233	0	-1	
118	0	33945.537964	0	-1	
119	0	34945.772930	0	-1	
120	0	40616.864662	0	-1	
121	0	40706.547242	0	-1	
122	0	40865.506829	0	-1	
123	0	44830.170953	0	-1	
124	0	46505.230415	0	-1	
125	0	51756.218466	0	-1	
126	0	68532.379473	0	-1	
127	0	81020.637260	0	-1	
128	0	85536.242450	0	-1	
129	0	106102.796044	0	-1	
130	0	114063.533725	0	-1	
131	0	121196.325024	0	-1	
132	0	130392.740054	0	-1	
133	0	150341.276507	0	-1	
134	0	153154.272152	0	-1	
135	0	154059.148193	0	-1	
136	0	156640.869514	0	-1	
137	0	158055.323626	0	-1	
138	0	181497.348081	0	-1	
139	0	202060.510095	0	-1	
140	0	205580.526826	0	-1	
141	0	209711.173696	0	-1	
142	0	318859.303949	0	-1	
143	0	334171.511711	0	-1	
