left	right	parent	child
0.000000	5000.000000	2072	1624
0.000000	5000.000000	2073	512
0.000000	5000.000000	2073	1147
0.000000	5000.000000	2074	1177
0.000000	5000.000000	2074	1792
0.000000	5000.000000	2075	690
0.000000	5000.000000	2075	1669
0.000000	5000.000000	2076	327
0.000000	5000.000000	2076	360
0.000000	5000.000000	2077	75
0.000000	5000.000000	2077	398
0.000000	5000.000000	2078	270
0.000000	5000.000000	2078	821
0.000000	5000.000000	2079	1131
0.000000	5000.000000	2079	1261
0.000000	5000.000000	2080	130
0.000000	5000.000000	2080	1925
0.000000	5000.000000	2081	655
0.000000	5000.000000	2081	1096
0.000000	5000.000000	2082	885
0.000000	5000.000000	2082	1503
0.000000	5000.000000	2083	1664
0.000000	5000.000000	2083	1955
0.000000	5000.000000	2084	797
0.000000	5000.000000	2084	1581
0.000000	5000.000000	2085	300
0.000000	5000.000000	2085	836
0.000000	5000.000000	2086	435
0.000000	5000.000000	2086	1038
0.000000	5000.000000	2087	253
0.000000	5000.000000	2087	1960
0.000000	5000.000000	2088	1648
0.000000	5000.000000	2088	1679
0.000000	5000.000000	2089	974
0.000000	5000.000000	2089	1968
0.000000	5000.000000	2090	199
0.000000	5000.000000	2090	308
0.000000	5000.000000	2091	628
0.000000	5000.000000	2091	1973
0.000000	5000.000000	2092	515
0.000000	5000.000000	2092	1189
0.000000	5000.000000	2093	1171
0.000000	5000.000000	2093	1999
0.000000	5000.000000	2094	497
0.000000	5000.000000	2094	1325
0.000000	5000.000000	2095	569
0.000000	5000.000000	2095	1257
0.000000	5000.000000	2096	479
0.000000	5000.000000	2096	1588
0.000000	5000.000000	2097	489
0.000000	5000.000000	2097	1414
0.000000	5000.000000	2098	143
0.000000	5000.000000	2098	388
0.000000	5000.000000	2099	1805
0.000000	5000.000000	2099	1813
0.000000	5000.000000	2100	426
0.000000	5000.000000	2100	581
0.000000	5000.000000	2101	2047
0.000000	5000.000000	2101	2061
0.000000	5000.000000	2102	139
0.000000	5000.000000	2102	1487
0.000000	5000.000000	2103	530
0.000000	5000.000000	2103	1107
0.000000	5000.000000	2104	709
0.000000	5000.000000	2104	1281
0.000000	5000.000000	2105	203
0.000000	5000.000000	2105	1910
0.000000	5000.000000	2106	1070
0.000000	5000.000000	2106	1367
0.000000	5000.000000	2107	1381
0.000000	5000.000000	2107	1638
0.000000	5000.000000	2108	1391
0.000000	5000.000000	2108	1899
0.000000	5000.000000	2109	1465
0.000000	5000.000000	2109	1861
0.000000	5000.000000	2110	168
0.000000	5000.000000	2110	1292
0.000000	5000.000000	2111	913
0.000000	5000.000000	2111	1741
0.000000	5000.000000	2112	1196
0.000000	5000.000000	2112	1388
0.000000	5000.000000	2113	281
0.000000	5000.000000	2113	353
0.000000	5000.000000	2114	586
0.000000	5000.000000	2114	1186
0.000000	5000.000000	2115	408
0.000000	5000.000000	2115	782
0.000000	5000.000000	2116	924
0.000000	5000.000000	2116	1841
0.000000	5000.000000	2117	1268
0.000000	5000.000000	2117	1755
0.000000	5000.000000	2118	1145
0.000000	5000.000000	2118	1200
0.000000	5000.000000	2119	211
0.000000	5000.000000	2119	1893
0.000000	5000.000000	2120	1210
0.000000	5000.000000	2120	2004
0.000000	5000.000000	2121	1181
0.000000	5000.000000	2121	2018
0.000000	5000.000000	2122	317
0.000000	5000.000000	2122	555
0.000000	5000.000000	2123	1691
0.000000	5000.000000	2123	1879
0.000000	5000.000000	2124	60
0.000000	5000.000000	2124	1542
0.000000	5000.000000	2125	106
0.000000	5000.000000	2125	1265
0.000000	5000.000000	2126	742
0.000000	5000.000000	2126	1900
0.000000	5000.000000	2127	1246
0.000000	5000.000000	2127	1427
0.000000	5000.000000	2128	793
0.000000	5000.000000	2128	1526
0.000000	5000.000000	2129	588
0.000000	5000.000000	2129	673
0.000000	5000.000000	2130	1232
0.000000	5000.000000	2130	2020
0.000000	5000.000000	2131	49
0.000000	5000.000000	2131	205
0.000000	5000.000000	2132	246
0.000000	5000.000000	2132	1613
0.000000	5000.000000	2133	91
0.000000	5000.000000	2133	427
0.000000	5000.000000	2134	342
0.000000	5000.000000	2134	1496
0.000000	5000.000000	2135	802
0.000000	5000.000000	2135	1182
0.000000	5000.000000	2136	411
0.000000	5000.000000	2136	1708
0.000000	5000.000000	2137	2044
0.000000	5000.000000	2137	2096
0.000000	5000.000000	2138	339
0.000000	5000.000000	2138	1357
0.000000	5000.000000	2139	1369
0.000000	5000.000000	2139	1983
0.000000	5000.000000	2140	1322
0.000000	5000.000000	2140	2060
0.000000	5000.000000	2141	116
0.000000	5000.000000	2141	1161
0.000000	5000.000000	2142	1209
0.000000	5000.000000	2142	1783
0.000000	5000.000000	2143	790
0.000000	5000.000000	2143	1881
0.000000	5000.000000	2144	1739
0.000000	5000.000000	2144	2109
0.000000	5000.000000	2145	430
0.000000	5000.000000	2145	1139
0.000000	5000.000000	2146	831
0.000000	5000.000000	2146	1522
0.000000	5000.000000	2147	233
0.000000	5000.000000	2147	1567
0.000000	5000.000000	2148	706
0.000000	5000.000000	2148	1862
0.000000	5000.000000	2149	771
0.000000	5000.000000	2149	1406
0.000000	5000.000000	2150	626
0.000000	5000.000000	2150	1620
0.000000	5000.000000	2151	72
0.000000	5000.000000	2151	969
0.000000	5000.000000	2152	188
0.000000	5000.000000	2152	1642
0.000000	5000.000000	2153	984
0.000000	5000.000000	2153	1035
0.000000	5000.000000	2154	608
0.000000	5000.000000	2154	1540
0.000000	5000.000000	2155	460
0.000000	5000.000000	2155	656
0.000000	5000.000000	2156	1264
0.000000	5000.000000	2156	1917
0.000000	5000.000000	2157	47
0.000000	5000.000000	2157	2115
0.000000	5000.000000	2158	579
0.000000	5000.000000	2158	1868
0.000000	5000.000000	2159	5
0.000000	5000.000000	2159	1961
0.000000	5000.000000	2160	599
0.000000	5000.000000	2160	1580
0.000000	5000.000000	2161	601
0.000000	5000.000000	2161	1108
0.000000	5000.000000	2162	774
0.000000	5000.000000	2162	1485
0.000000	5000.000000	2163	8
0.000000	5000.000000	2163	254
0.000000	5000.000000	2164	1098
0.000000	5000.000000	2164	1695
0.000000	5000.000000	2165	1676
0.000000	5000.000000	2165	1803
0.000000	5000.000000	2166	556
0.000000	5000.000000	2166	1641
0.000000	5000.000000	2167	319
0.000000	5000.000000	2167	573
0.000000	5000.000000	2168	1626
0.000000	5000.000000	2168	1718
0.000000	5000.000000	2169	220
0.000000	5000.000000	2169	373
0.000000	5000.000000	2170	658
0.000000	5000.000000	2170	746
0.000000	5000.000000	2171	176
0.000000	5000.000000	2171	1448
0.000000	5000.000000	2172	927
0.000000	5000.000000	2172	966
0.000000	5000.000000	2173	737
0.000000	5000.000000	2173	1740
0.000000	5000.000000	2174	126
0.000000	5000.000000	2174	348
0.000000	5000.000000	2175	313
0.000000	5000.000000	2175	616
0.000000	5000.000000	2176	189
0.000000	5000.000000	2176	196
0.000000	5000.000000	2177	1546
0.000000	5000.000000	2177	2033
0.000000	5000.000000	2178	181
0.000000	5000.000000	2178	1309
0.000000	5000.000000	2179	839
0.000000	5000.000000	2179	1734
0.000000	5000.000000	2180	341
0.000000	5000.000000	2180	1767
0.000000	5000.000000	2181	538
0.000000	5000.000000	2181	1864
0.000000	5000.000000	2182	1284
0.000000	5000.000000	2182	1408
0.000000	5000.000000	2183	671
0.000000	5000.000000	2183	1735
0.000000	5000.000000	2184	490
0.000000	5000.000000	2184	1344
0.000000	5000.000000	2185	866
0.000000	5000.000000	2185	1870
0.000000	5000.000000	2186	888
0.000000	5000.000000	2186	2101
0.000000	5000.000000	2187	276
0.000000	5000.000000	2187	618
0.000000	5000.000000	2188	487
0.000000	5000.000000	2188	850
0.000000	5000.000000	2189	645
0.000000	5000.000000	2189	687
0.000000	5000.000000	2190	1799
0.000000	5000.000000	2190	1871
0.000000	5000.000000	2191	324
0.000000	5000.000000	2191	697
0.000000	5000.000000	2192	165
0.000000	5000.000000	2192	1355
0.000000	5000.000000	2193	1927
0.000000	5000.000000	2193	2144
0.000000	5000.000000	2194	322
0.000000	5000.000000	2194	2166
0.000000	5000.000000	2195	1486
0.000000	5000.000000	2195	1525
0.000000	5000.000000	2196	1494
0.000000	5000.000000	2196	1694
0.000000	5000.000000	2197	149
0.000000	5000.000000	2197	2024
0.000000	5000.000000	2198	350
0.000000	5000.000000	2198	864
0.000000	5000.000000	2199	410
0.000000	5000.000000	2199	1491
0.000000	5000.000000	2200	455
0.000000	5000.000000	2200	1563
0.000000	5000.000000	2201	593
0.000000	5000.000000	2201	745
0.000000	5000.000000	2202	470
0.000000	5000.000000	2202	959
0.000000	5000.000000	2203	667
0.000000	5000.000000	2203	895
0.000000	5000.000000	2204	421
0.000000	5000.000000	2204	1125
0.000000	5000.000000	2205	1380
0.000000	5000.000000	2205	1778
0.000000	5000.000000	2206	500
0.000000	5000.000000	2206	2013
0.000000	5000.000000	2207	429
0.000000	5000.000000	2207	2131
0.000000	5000.000000	2208	320
0.000000	5000.000000	2208	1742
0.000000	5000.000000	2209	1308
0.000000	5000.000000	2209	1497
0.000000	5000.000000	2210	1777
0.000000	5000.000000	2210	1818
0.000000	5000.000000	2211	94
0.000000	5000.000000	2211	1121
0.000000	5000.000000	2212	174
0.000000	5000.000000	2212	810
0.000000	5000.000000	2213	1419
0.000000	5000.000000	2213	1874
0.000000	5000.000000	2214	725
0.000000	5000.000000	2214	1800
0.000000	5000.000000	2215	67
0.000000	5000.000000	2215	495
0.000000	5000.000000	2216	1162
0.000000	5000.000000	2216	2103
0.000000	5000.000000	2217	34
0.000000	5000.000000	2217	928
0.000000	5000.000000	2218	535
0.000000	5000.000000	2218	1985
0.000000	5000.000000	2219	316
0.000000	5000.000000	2219	2165
0.000000	5000.000000	2220	576
0.000000	5000.000000	2220	1650
0.000000	5000.000000	2221	376
0.000000	5000.000000	2221	405
0.000000	5000.000000	2222	1004
0.000000	5000.000000	2222	2153
0.000000	5000.000000	2223	732
0.000000	5000.000000	2223	2039
0.000000	5000.000000	2224	925
0.000000	5000.000000	2224	1088
0.000000	5000.000000	2225	1016
0.000000	5000.000000	2225	2195
0.000000	5000.000000	2226	989
0.000000	5000.000000	2226	1895
0.000000	5000.000000	2227	1692
0.000000	5000.000000	2227	1918
0.000000	5000.000000	2228	65
0.000000	5000.000000	2228	257
0.000000	5000.000000	2229	1452
0.000000	5000.000000	2229	1673
0.000000	5000.000000	2230	1425
0.000000	5000.000000	2230	1761
0.000000	5000.000000	2231	133
0.000000	5000.000000	2231	1203
0.000000	5000.000000	2232	1403
0.000000	5000.000000	2232	1511
0.000000	5000.000000	2233	59
0.000000	5000.000000	2233	1274
0.000000	5000.000000	2234	123
0.000000	5000.000000	2234	1681
0.000000	5000.000000	2235	232
0.000000	5000.000000	2235	2129
0.000000	5000.000000	2236	1707
0.000000	5000.000000	2236	2118
0.000000	5000.000000	2237	183
0.000000	5000.000000	2237	1877
0.000000	5000.000000	2238	589
0.000000	5000.000000	2238	1796
0.000000	5000.000000	2239	1714
0.000000	5000.000000	2239	2111
0.000000	5000.000000	2240	1713
0.000000	5000.000000	2240	1824
0.000000	5000.000000	2241	166
0.000000	5000.000000	2241	773
0.000000	5000.000000	2242	631
0.000000	5000.000000	2242	814
0.000000	5000.000000	2243	1470
0.000000	5000.000000	2243	2194
0.000000	5000.000000	2244	395
0.000000	5000.000000	2244	1490
0.000000	5000.000000	2245	591
0.000000	5000.000000	2245	1629
0.000000	5000.000000	2246	141
0.000000	5000.000000	2246	524
0.000000	5000.000000	2247	302
0.000000	5000.000000	2247	1137
0.000000	5000.000000	2248	1712
0.000000	5000.000000	2248	1975
0.000000	5000.000000	2249	2
0.000000	5000.000000	2249	1047
0.000000	5000.000000	2250	192
0.000000	5000.000000	2250	1979
0.000000	5000.000000	2251	407
0.000000	5000.000000	2251	1875
0.000000	5000.000000	2252	228
0.000000	5000.000000	2252	772
0.000000	5000.000000	2253	843
0.000000	5000.000000	2253	1922
0.000000	5000.000000	2254	492
0.000000	5000.000000	2254	1835
0.000000	5000.000000	2255	219
0.000000	5000.000000	2255	402
0.000000	5000.000000	2256	277
0.000000	5000.000000	2256	1061
0.000000	5000.000000	2257	1201
0.000000	5000.000000	2257	2006
0.000000	5000.000000	2258	315
0.000000	5000.000000	2258	2055
0.000000	5000.000000	2259	1716
0.000000	5000.000000	2259	2130
0.000000	5000.000000	2260	323
0.000000	5000.000000	2260	390
0.000000	5000.000000	2261	1556
0.000000	5000.000000	2261	2238
0.000000	5000.000000	2262	741
0.000000	5000.000000	2262	934
0.000000	5000.000000	2263	960
0.000000	5000.000000	2263	1045
0.000000	5000.000000	2264	1359
0.000000	5000.000000	2264	1992
0.000000	5000.000000	2265	619
0.000000	5000.000000	2265	632
0.000000	5000.000000	2266	625
0.000000	5000.000000	2266	2122
0.000000	5000.000000	2267	1033
0.000000	5000.000000	2267	1887
0.000000	5000.000000	2268	1241
0.000000	5000.000000	2268	2233
0.000000	5000.000000	2269	66
0.000000	5000.000000	2269	731
0.000000	5000.000000	2270	736
0.000000	5000.000000	2270	1303
0.000000	5000.000000	2271	1198
0.000000	5000.000000	2271	1220
0.000000	5000.000000	2272	615
0.000000	5000.000000	2272	998
0.000000	5000.000000	2273	1754
0.000000	5000.000000	2273	1990
0.000000	5000.000000	2274	1457
0.000000	5000.000000	2274	1884
0.000000	5000.000000	2275	25
0.000000	5000.000000	2275	1142
0.000000	5000.000000	2276	829
0.000000	5000.000000	2276	1594
0.000000	5000.000000	2277	792
0.000000	5000.000000	2277	2192
0.000000	5000.000000	2278	198
0.000000	5000.000000	2278	986
0.000000	5000.000000	2279	675
0.000000	5000.000000	2279	1327
0.000000	5000.000000	2280	190
0.000000	5000.000000	2280	2201
0.000000	5000.000000	2281	1848
0.000000	5000.000000	2281	2019
0.000000	5000.000000	2282	114
0.000000	5000.000000	2282	807
0.000000	5000.000000	2283	1566
0.000000	5000.000000	2283	1831
0.000000	5000.000000	2284	1128
0.000000	5000.000000	2284	1801
0.000000	5000.000000	2285	11
0.000000	5000.000000	2285	547
0.000000	5000.000000	2286	124
0.000000	5000.000000	2286	1492
0.000000	5000.000000	2287	1438
0.000000	5000.000000	2287	2226
0.000000	5000.000000	2288	1291
0.000000	5000.000000	2288	2174
0.000000	5000.000000	2289	828
0.000000	5000.000000	2289	2205
0.000000	5000.000000	2290	561
0.000000	5000.000000	2290	1607
0.000000	5000.000000	2291	897
0.000000	5000.000000	2291	2046
0.000000	5000.000000	2292	815
0.000000	5000.000000	2292	1157
0.000000	5000.000000	2293	522
0.000000	5000.000000	2293	1603
0.000000	5000.000000	2294	755
0.000000	5000.000000	2294	2098
0.000000	5000.000000	2295	1821
0.000000	5000.000000	2295	1993
0.000000	5000.000000	2296	1402
0.000000	5000.000000	2296	2240
0.000000	5000.000000	2297	905
0.000000	5000.000000	2297	1876
0.000000	5000.000000	2298	448
0.000000	5000.000000	2298	1275
0.000000	5000.000000	2299	140
0.000000	5000.000000	2299	727
0.000000	5000.000000	2300	151
0.000000	5000.000000	2300	1591
0.000000	5000.000000	2301	1595
0.000000	5000.000000	2301	1684
0.000000	5000.000000	2302	567
0.000000	5000.000000	2302	1617
0.000000	5000.000000	2303	602
0.000000	5000.000000	2303	1598
0.000000	5000.000000	2304	627
0.000000	5000.000000	2304	909
0.000000	5000.000000	2305	1826
0.000000	5000.000000	2305	2148
0.000000	5000.000000	2306	739
0.000000	5000.000000	2306	1488
0.000000	5000.000000	2307	370
0.000000	5000.000000	2307	378
0.000000	5000.000000	2308	82
0.000000	5000.000000	2308	375
0.000000	5000.000000	2309	30
0.000000	5000.000000	2309	1148
0.000000	5000.000000	2310	1105
0.000000	5000.000000	2310	1321
0.000000	5000.000000	2311	1847
0.000000	5000.000000	2311	1938
0.000000	5000.000000	2312	649
0.000000	5000.000000	2312	2143
0.000000	5000.000000	2313	1372
0.000000	5000.000000	2313	1906
0.000000	5000.000000	2314	733
0.000000	5000.000000	2314	1373
0.000000	5000.000000	2315	1763
0.000000	5000.000000	2315	2282
0.000000	5000.000000	2316	45
0.000000	5000.000000	2316	2229
0.000000	5000.000000	2317	416
0.000000	5000.000000	2317	946
0.000000	5000.000000	2318	577
0.000000	5000.000000	2318	1048
0.000000	5000.000000	2319	688
0.000000	5000.000000	2319	1693
0.000000	5000.000000	2320	1512
0.000000	5000.000000	2320	2008
0.000000	5000.000000	2321	995
0.000000	5000.000000	2321	2256
0.000000	5000.000000	2322	1341
0.000000	5000.000000	2322	1422
0.000000	5000.000000	2323	70
0.000000	5000.000000	2323	1773
0.000000	5000.000000	2324	337
0.000000	5000.000000	2324	2308
0.000000	5000.000000	2325	1812
0.000000	5000.000000	2325	2135
0.000000	5000.000000	2326	1443
0.000000	5000.000000	2326	2134
0.000000	5000.000000	2327	900
0.000000	5000.000000	2327	1476
0.000000	5000.000000	2328	1298
0.000000	5000.000000	2328	1423
0.000000	5000.000000	2329	420
0.000000	5000.000000	2329	2113
0.000000	5000.000000	2330	1244
0.000000	5000.000000	2330	1456
0.000000	5000.000000	2331	68
0.000000	5000.000000	2331	1475
0.000000	5000.000000	2332	560
0.000000	5000.000000	2332	1254
4063.536324	5000.000000	2333	684
4063.536324	5000.000000	2333	978
0.000000	5000.000000	2334	393
0.000000	5000.000000	2334	1468
0.000000	5000.000000	2335	1482
0.000000	5000.000000	2335	1775
0.000000	5000.000000	2336	223
0.000000	5000.000000	2336	449
0.000000	5000.000000	2337	983
0.000000	5000.000000	2337	1349
0.000000	5000.000000	2338	1675
0.000000	5000.000000	2338	2203
0.000000	5000.000000	2339	268
0.000000	5000.000000	2339	583
0.000000	5000.000000	2340	392
0.000000	5000.000000	2340	554
0.000000	5000.000000	2341	27
0.000000	5000.000000	2341	677
0.000000	5000.000000	2342	991
0.000000	5000.000000	2342	2154
0.000000	5000.000000	2343	1374
0.000000	5000.000000	2343	1845
0.000000	5000.000000	2344	377
0.000000	5000.000000	2344	1394
0.000000	5000.000000	2345	48
0.000000	5000.000000	2345	1272
0.000000	5000.000000	2346	40
0.000000	5000.000000	2346	1966
0.000000	5000.000000	2347	58
0.000000	5000.000000	2347	918
0.000000	5000.000000	2348	258
0.000000	5000.000000	2348	1946
0.000000	5000.000000	2349	1166
0.000000	5000.000000	2349	1686
0.000000	5000.000000	2350	3
0.000000	5000.000000	2350	2283
0.000000	5000.000000	2351	150
0.000000	5000.000000	2351	1136
0.000000	5000.000000	2352	63
0.000000	5000.000000	2352	214
0.000000	5000.000000	2353	1007
0.000000	5000.000000	2353	2064
0.000000	5000.000000	2354	503
0.000000	5000.000000	2354	1040
0.000000	5000.000000	2355	1495
0.000000	5000.000000	2355	1951
0.000000	5000.000000	2356	806
0.000000	5000.000000	2356	2161
0.000000	5000.000000	2357	549
0.000000	5000.000000	2357	1903
0.000000	5000.000000	2358	2037
0.000000	5000.000000	2358	2147
0.000000	5000.000000	2359	805
0.000000	5000.000000	2359	2140
0.000000	5000.000000	2360	830
0.000000	5000.000000	2360	873
0.000000	5000.000000	2361	963
0.000000	5000.000000	2361	1351
0.000000	5000.000000	2362	570
0.000000	5000.000000	2362	842
0.000000	5000.000000	2363	527
0.000000	5000.000000	2363	587
0.000000	5000.000000	2364	711
0.000000	5000.000000	2364	1859
0.000000	5000.000000	2365	1127
0.000000	5000.000000	2365	1151
0.000000	5000.000000	2366	723
0.000000	5000.000000	2366	1972
0.000000	5000.000000	2367	855
0.000000	5000.000000	2367	2277
0.000000	5000.000000	2368	884
0.000000	5000.000000	2368	1528
0.000000	5000.000000	2369	1558
0.000000	5000.000000	2369	1798
0.000000	5000.000000	2370	922
0.000000	5000.000000	2370	1586
0.000000	5000.000000	2371	1251
0.000000	5000.000000	2371	1529
0.000000	5000.000000	2372	363
0.000000	5000.000000	2372	1242
0.000000	5000.000000	2373	461
0.000000	5000.000000	2373	473
0.000000	5000.000000	2374	99
0.000000	5000.000000	2374	1559
0.000000	5000.000000	2375	250
0.000000	5000.000000	2375	2065
0.000000	5000.000000	2376	713
0.000000	5000.000000	2376	1068
0.000000	5000.000000	2377	1978
0.000000	5000.000000	2377	2091
0.000000	5000.000000	2378	465
0.000000	5000.000000	2378	2035
0.000000	5000.000000	2379	681
0.000000	5000.000000	2379	872
0.000000	5000.000000	2380	179
0.000000	5000.000000	2380	1808
0.000000	5000.000000	2381	454
0.000000	5000.000000	2381	1053
0.000000	5000.000000	2382	336
0.000000	5000.000000	2382	730
0.000000	5000.000000	2383	397
0.000000	5000.000000	2383	606
0.000000	5000.000000	2384	1231
0.000000	5000.000000	2384	2021
0.000000	5000.000000	2385	1524
0.000000	5000.000000	2385	1830
0.000000	5000.000000	2386	251
0.000000	5000.000000	2386	833
0.000000	5000.000000	2387	16
0.000000	5000.000000	2387	1293
0.000000	5000.000000	2388	368
0.000000	5000.000000	2388	1312
0.000000	5000.000000	2389	1252
0.000000	5000.000000	2389	2081
0.000000	5000.000000	2390	964
0.000000	5000.000000	2390	2016
0.000000	5000.000000	2391	9
0.000000	5000.000000	2391	982
0.000000	5000.000000	2392	1212
0.000000	5000.000000	2392	2056
0.000000	5000.000000	2393	719
0.000000	5000.000000	2393	1319
0.000000	5000.000000	2394	2183
0.000000	5000.000000	2394	2284
0.000000	5000.000000	2395	1042
0.000000	5000.000000	2395	1101
0.000000	5000.000000	2396	156
0.000000	5000.000000	2396	343
0.000000	5000.000000	2397	1445
0.000000	5000.000000	2397	2328
0.000000	5000.000000	2398	750
0.000000	5000.000000	2398	2250
0.000000	5000.000000	2399	857
0.000000	5000.000000	2399	1065
0.000000	5000.000000	2400	942
0.000000	5000.000000	2400	2173
0.000000	5000.000000	2401	314
0.000000	5000.000000	2401	2332
0.000000	5000.000000	2402	331
0.000000	5000.000000	2402	2387
0.000000	5000.000000	2403	1853
0.000000	5000.000000	2403	2048
0.000000	5000.000000	2404	13
0.000000	5000.000000	2404	1339
0.000000	5000.000000	2405	1447
0.000000	5000.000000	2405	1806
0.000000	5000.000000	2406	61
0.000000	5000.000000	2406	1981
0.000000	5000.000000	2407	1294
0.000000	5000.000000	2407	2045
0.000000	5000.000000	2408	222
0.000000	5000.000000	2408	2319
0.000000	5000.000000	2409	1337
0.000000	5000.000000	2409	1852
0.000000	5000.000000	2410	544
0.000000	5000.000000	2410	796
0.000000	5000.000000	2411	1769
0.000000	5000.000000	2411	2296
0.000000	5000.000000	2412	29
0.000000	5000.000000	2412	1154
0.000000	5000.000000	2413	1514
0.000000	5000.000000	2413	2032
0.000000	5000.000000	2414	640
0.000000	5000.000000	2414	1227
0.000000	5000.000000	2415	1375
0.000000	5000.000000	2415	1690
0.000000	5000.000000	2416	103
0.000000	5000.000000	2416	2036
0.000000	5000.000000	2417	2089
0.000000	5000.000000	2417	2121
0.000000	5000.000000	2418	534
0.000000	5000.000000	2418	2102
0.000000	5000.000000	2419	1063
0.000000	5000.000000	2419	2371
0.000000	5000.000000	2420	1986
0.000000	5000.000000	2420	2093
0.000000	5000.000000	2421	467
0.000000	5000.000000	2421	1724
